INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																																																							
3189	”•±¶±¶	318	55	9	0	1	1000	10	738	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	10	20	20	150	800	60000	3180	0	3180																																																																																																					
3190	≥…ƒÍÕ“ƒÒ	319	55	9	0	0	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	9	3190																																																																																																					
3191	±‰“ÏÕ“ƒÒ	319	55	9	1	0	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	986	877	1425	767	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	1	3190																																																																																																					
3192	±‰“ÏÕ“ƒÒ	319	55	9	1	0	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1055	938	1524	821	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	2	3190																																																																																																					
3193	±‰“ÏÕ“ƒÒ	319	55	9	1	0	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1124	999	1624	874	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	3	3190																																																																																																					
3194	±‰“ÏÕ“ƒÒ	319	55	9	1	0	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1193	1060	1723	928	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	4	3190																																																																																																					
3199	Õ“ƒÒ±¶±¶	319	55	9	0	1	11	10	698	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	500	300	150	30	20	60000	3190	0	3190																																																																																																					
3200	≥…ƒÍ±™◊”	320	55	9	0	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	9	3200																																																																																																					
3201	±‰“Ï±™◊”	320	55	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	986	877	1425	767	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	1	3200																																																																																																					
3202	±‰“Ï±™◊”	320	55	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1173	1055	938	1524	821	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	2	3200																																																																																																					
3203	±‰“Ï±™◊”	320	55	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1249	1124	999	1624	874	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	3	3200																																																																																																					
3204	±‰“Ï±™◊”	320	55	9	1	0	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1193	1060	1723	928	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	4	3200																																																																																																					
3209	±™◊”±¶±¶	320	55	9	0	1	1000	10	694	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	918	816	1326	714	1051	1156	1208	1366	1576	20	300	30	500	150	60000	3200	0	3200																																																																																																					
3210	≥…ƒÍ±±º´–‹	321	65	9	0	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	9	3210																																																																																																					
3211	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1012	1462	899	899	1012	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	1	3210																																																																																																					
3212	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1069	1544	950	950	1069	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	2	3210																																																																																																					
3213	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1126	1627	1001	1001	1126	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	3	3210																																																																																																					
3214	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1184	1710	1052	1052	1184	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	4	3210																																																																																																					
3215	±‰“Ï±±º´–‹	321	65	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1241	1793	1103	1103	1241	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	5	3210																																																																																																					
3219	±±º´–‹±¶±¶	321	65	9	0	1	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	954	1379	848	848	954	1153	1268	1325	1498	1729	30	150	500	20	300	60000	3210	0	3210																																																																																																					
3220	≥…ƒÍø◊»∏	322	65	9	0	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	9	3220																																																																																																					
3221	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	1	3220																																																																																																					
3222	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	2	3220																																																																																																					
3223	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	3	3220																																																																																																					
3224	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	4	3220																																																																																																					
3225	±‰“Ïø◊»∏	322	65	9	1	0	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	5	3220																																																																																																					
3229	ø◊»∏±¶±¶	322	65	9	0	1	11	10	684	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	100	800	50	30	20	60000	3220	0	3220																																																																																																					
3230	≥…ƒÍΩ£≥›ª¢	323	65	9	0	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	9	3230																																																																																																					
3231	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1012	899	1462	787	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	1	3230																																																																																																					
3232	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1069	950	1544	831	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	2	3230																																																																																																					
3233	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1126	1001	1627	876	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	3	3230																																																																																																					
3234	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1184	1052	1710	920	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	4	3230																																																																																																					
3235	±‰“ÏΩ£≥›ª¢	323	65	9	1	0	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1241	1103	1793	965	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	5	3230																																																																																																					
3239	Ω£≥›ª¢±¶±¶	323	65	9	0	1	1000	10	694	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	954	848	1379	742	1153	1268	1325	1498	1729	20	300	150	500	30	60000	3230	0	3230																																																																																																					
3240	≥…ƒÍ¥Û–…–…	324	65	9	0	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	9	3240																																																																																																					
3241	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1124	1124	1124	1124	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	1	3240																																																																																																					
3242	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1188	1188	1188	1188	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	2	3240																																																																																																					
3243	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1251	1251	1251	1251	1251	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	3	3240																																																																																																					
3244	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1315	1315	1315	1315	1315	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	4	3240																																																																																																					
3245	±‰“Ï¥Û–…–…	324	65	9	1	0	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1379	1379	1379	1379	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	5	3240																																																																																																					
3249	¥Û–…–…±¶±¶	324	65	9	0	1	1000	10	736	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1061	1061	1061	1061	1061	1153	1268	1325	1498	1729	20	30	150	300	500	60000	3240	0	3240																																																																																																					
3250	≥…ƒÍœ¨≈£	325	75	9	0	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	9	3250																																																																																																					
3251	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	1	3250																																																																																																					
3252	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	2	3250																																																																																																					
3253	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1140	1647	1013	1013	1140	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	3	3250																																																																																																					
3254	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1190	1719	1057	1057	1190	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	4	3250																																																																																																					
3255	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1239	1790	1102	1102	1239	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	5	3250																																																																																																					
3256	±‰“Ïœ¨≈£	325	75	9	1	0	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1289	1862	1146	1146	1289	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	6	3250																																																																																																					
3259	œ¨≈£±¶±¶	325	75	9	0	1	100	10	690	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	30	50	700	120	100	60000	3250	0	3250																																																																																																					
3260	≥…ƒÍ—©ıı	326	75	9	0	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	9	3260																																																																																																					
3261	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1157	1041	925	1504	809	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	1	3260																																																																																																					
3262	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1090	969	1575	848	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	2	3260																																																																																																					
3263	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1267	1140	1013	1647	887	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	3	3260																																																																																																					
3264	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1190	1057	1719	925	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	4	3260																																																																																																					
3265	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1377	1239	1102	1790	964	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	5	3260																																																																																																					
3266	±‰“Ï—©ıı	326	75	9	1	0	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1289	1146	1862	1002	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	6	3260																																																																																																					
3269	—©ıı±¶±¶	326	75	9	0	1	1000	10	684	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	991	881	1432	771	1255	1380	1443	1631	1882	20	50	20	900	10	60000	3260	0	3260																																																																																																					
3270	≥…ƒÍΩ£¡˙	327	75	9	0	0	100	10	737	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	991	1432	881	881	991	1255	1380	1443	1631	1882	500	300	150	30	20	60000	3270	9	3270																																																																																																					
3271	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1041	1504	925	925	1041	1255	1380	1443	1631	1882	500	300	150	30	20	60000	3270	1	3270																																																																																																					
3272	±‰“ÏΩ£¡˙	327	75	9	1	0	100	10	737	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1090	1575	969	969	1090	1255	1380	1443	1631	1882	500	300	150	30	20	60000	3270	2	3270																																																																																																					
